stimulus,List,Concrete_m,Concrete_sd,Number_of_ratings,Number_of_N-respones,Number_of_subjects
werklust,4,2.27,0.80,15,0,15
werkmakker,2,3.00,1.36,15,0,15
werkman,1,4.00,0.76,15,0,15
werkmens,1,3.13,1.13,15,0,15
werkmiddelen,4,3.07,1.33,15,0,15
werkneemster,3,3.27,1.28,15,0,15
werknemer,3,3.13,1.36,15,0,15
werknemers,3,3.13,1.13,15,0,15
werkpaard,2,3.13,1.25,15,0,15
werkpak,5,4.07,0.96,15,0,15
werkplaats,3,3.47,1.06,15,0,15
werkplek,3,3.20,1.08,15,0,15
werkplunje,2,3.87,1.06,15,0,15
werkschuw,2,2.00,0.76,15,0,15
werkslaaf,5,2.80,0.77,15,0,15
werkster,5,3.13,1.13,15,0,15
werkstudent,3,3.00,1.20,15,0,15
werkstuk,1,3.67,0.72,15,0,15
werktafel,2,4.00,1.00,15,0,15
werkterrein,2,2.80,1.26,15,0,15
werktijd,1,3.00,1.36,15,0,15
werktuig,2,3.67,0.98,15,0,15
werktuiglijk,3,1.79,1.05,14,1,15
werkveld,1,3.07,1.33,15,0,15
werkverlet,3,2.36,1.12,11,4,15
werkvolk,2,3.07,1.22,15,0,15
werkvrouw,4,3.60,1.06,15,0,15
werkweek,1,2.67,1.35,15,0,15
werkwijze,4,2.40,0.99,15,0,15
werkwillig,3,2.07,1.21,14,1,15
werkwoord,4,1.73,1.10,15,0,15
werkzaam,2,2.13,1.06,15,0,15
werkzaamheid,3,1.93,0.96,15,0,15
werpen,5,3.60,1.24,15,0,15
wervel,3,4.20,1.01,15,0,15
wervelen,3,3.27,1.22,15,0,15
wervelend,3,2.73,1.16,15,0,15
wervelkolom,2,4.53,0.74,15,0,15
wervelstorm,2,3.87,1.25,15,0,15
wervelwind,2,3.87,1.13,15,0,15
werven,5,2.43,1.02,14,1,15
wesp,1,4.93,0.26,15,0,15
wespennest,1,4.53,0.64,15,0,15
wespentaille,2,3.67,1.23,15,0,15
westelijk,5,2.27,1.10,15,0,15
westen,2,2.60,0.99,15,0,15
westerlengte,5,1.93,1.22,15,0,15
westerling,3,2.87,1.13,15,0,15
western,5,3.07,1.10,15,0,15
westers,1,2.33,1.29,15,0,15
wet,2,1.53,1.13,15,0,15
wetboek,1,2.87,1.51,15,0,15
weten,3,2.00,1.25,15,0,15
wetenschap,5,1.73,0.96,15,0,15
wetenschappelijk,1,1.60,1.06,15,0,15
wetenschapper,4,3.53,0.99,15,0,15
wetering,1,2.33,1.53,3,12,15
wetgever,1,2.67,1.50,15,0,15
wetgeving,1,1.87,1.30,15,0,15
wethouder,5,2.67,1.18,15,0,15
wetmatig,2,1.13,0.35,15,0,15
wetmatigheid,1,1.87,1.36,15,0,15
wetsdienaar,3,2.67,1.11,15,0,15
wetsdokter,3,3.20,1.32,15,0,15
wetsontwerp,5,1.80,1.15,15,0,15
wetstraat,5,2.69,1.38,13,2,15
wetsvoorstel,5,2.07,1.33,15,0,15
wettelijk,1,1.53,0.74,15,0,15
wetten,1,1.93,1.10,15,0,15
wettig,1,1.73,1.10,15,0,15
wettigen,5,1.80,1.15,15,0,15
weven,1,4.07,0.88,15,0,15
wever,1,3.93,0.96,15,0,15
weverij,4,3.92,1.19,13,2,15
wezel,2,4.67,0.72,15,0,15
wezen,1,2.67,1.54,15,0,15
wezenlijk,2,1.33,0.49,15,0,15
wezenloos,1,1.80,1.08,15,0,15
whiplash,5,3.80,0.94,15,0,15
whisky,4,4.73,0.46,15,0,15
whist,3,1.00,0.00,1,14,15
wichelaar,3,2.64,1.39,14,1,15
wichelarij,5,2.20,1.32,10,5,15
wichelen,4,2.63,1.41,8,7,15
wichelroede,1,4.23,1.09,13,2,15
wicht,5,2.73,1.33,15,0,15
wicket,2,4.00,1.41,4,11,15
wie,1,1.07,0.26,15,0,15
wiebelen,4,3.47,1.30,15,0,15
wiebelig,1,3.67,0.82,15,0,15
wieden,3,3.67,1.23,15,0,15
wiedes,5,1.46,0.78,13,2,15
wieg,3,4.67,0.49,15,0,15
wiegen,4,3.87,1.30,15,0,15
wiek,1,4.79,0.43,14,1,15
wiel,1,4.93,0.26,15,0,15
wieldop,2,4.20,1.01,15,0,15
wielewaal,4,3.56,1.74,9,6,15
wielrennen,4,4.00,1.13,15,0,15
wielrenner,1,4.53,0.52,15,0,15
wielrijder,3,4.00,0.68,14,1,15
wier,3,4.07,1.21,14,1,15
wierook,3,4.53,1.06,15,0,15
wiet,1,4.60,0.63,15,0,15
wig,4,4.25,0.97,12,3,15
wigwam,5,4.57,0.76,14,1,15
wij,5,1.93,1.39,15,0,15
wijd,5,3.40,1.30,15,0,15
wijdbeens,1,3.60,1.30,15,0,15
wijden,3,1.93,1.10,15,0,15
wijdlopig,4,2.00,0.67,10,5,15
wijds,4,2.36,1.15,14,1,15
wijdte,4,2.57,1.09,14,1,15
wijf,2,3.13,1.25,15,0,15
wijfje,1,3.67,0.82,15,0,15
wijk,1,3.87,0.92,15,0,15
wijkagent,5,3.60,1.12,15,0,15
wijken,5,3.20,1.15,15,0,15
wijl,2,2.29,1.38,7,8,15
wijlen,4,1.69,1.18,13,2,15
wijn,2,4.80,0.56,15,0,15
wijnfles,4,4.73,0.59,15,0,15
wijngaard,2,4.40,0.63,15,0,15
wijnglas,1,4.80,0.41,15,0,15
wijnkelder,1,4.60,0.63,15,0,15
wijnmaand,3,3.23,1.59,13,2,15
wijnstok,3,4.40,0.74,15,0,15
wijs,2,1.60,0.63,15,0,15
wijsbegeerte,1,1.27,0.46,15,0,15
wijselijk,1,1.53,0.74,15,0,15
wijsgeer,5,2.00,1.26,11,4,15
wijsgerig,1,1.53,0.92,15,0,15
wijsheid,2,1.40,0.51,15,0,15
wijsje,4,3.14,1.17,14,1,15
wijsmaken,3,2.21,0.89,14,1,15
wijsneus,1,2.60,1.24,15,0,15
wijsneuzig,1,1.64,0.74,14,1,15
wijsvinger,3,4.73,0.46,15,0,15
wijten,1,1.53,0.52,15,0,15
wijting,5,2.83,1.70,12,3,15
wijwater,2,3.33,1.05,15,0,15
wijze,1,1.80,1.01,15,0,15
wijzelf,4,1.67,1.11,15,0,15
wijzen,5,4.07,1.10,15,0,15
wijzer,3,3.33,1.50,15,0,15
wijzerplaat,1,4.47,0.64,15,0,15
wijzigen,3,2.80,1.21,15,0,15
wijziging,3,2.33,1.23,15,0,15
wikkel,4,4.00,0.96,14,1,15
wikkelen,5,3.79,1.31,14,1,15
wikken,1,2.07,1.22,15,0,15
wil,3,1.47,0.74,15,0,15
wild,4,3.13,1.13,15,0,15
wildebras,2,2.67,1.11,15,0,15
wildeman,3,2.73,1.44,15,0,15
wildernis,3,3.47,1.06,15,0,15
wildgroei,4,3.47,1.06,15,0,15
wildvreemd,5,1.40,0.51,15,0,15
wilg,4,4.86,0.36,14,1,15
wilgenroosje,2,4.57,0.76,14,1,15
willekeur,2,1.40,0.51,15,0,15
willekeurig,5,1.47,0.83,15,0,15
willen,3,1.73,1.03,15,0,15
willig,2,1.53,0.64,15,0,15
willoos,4,2.17,1.27,12,3,15
wilsgebrek,3,1.64,0.93,14,1,15
wilskracht,4,1.71,0.73,14,1,15
wilskrachtig,1,2.00,1.13,15,0,15
wilsuiting,4,2.50,1.29,14,1,15
wimpel,5,4.31,0.95,13,2,15
wimper,5,4.80,0.56,15,0,15
wind,2,4.47,0.64,15,0,15
windbuil,5,2.89,1.27,9,6,15
winde,3,3.10,1.37,10,5,15
windei,4,2.60,1.43,10,5,15
windel,1,4.64,0.50,14,1,15
winden,3,3.53,0.92,15,0,15
windenergie,5,3.00,1.07,15,0,15
winderig,1,3.33,1.23,15,0,15
windhaan,2,4.07,1.16,15,0,15
windhond,3,4.67,0.49,15,0,15
windhoos,5,4.07,1.14,14,1,15
winding,3,2.56,1.33,9,6,15
windkracht,4,3.07,0.70,15,0,15
windmeter,5,4.07,1.28,15,0,15
windmolen,2,4.67,1.05,15,0,15
windrichting,2,2.80,1.01,15,0,15
windroos,4,4.27,0.88,15,0,15
windsel,1,4.17,1.03,12,3,15
windsnelheid,1,3.07,1.44,15,0,15
windstil,4,3.20,1.15,15,0,15
windstoot,5,4.00,0.93,15,0,15
windstreek,3,2.40,1.24,15,0,15
windsurfen,5,4.07,1.16,15,0,15
windvlaag,4,4.20,0.77,15,0,15
wingerd,3,2.67,1.66,9,6,15
wingewest,2,1.67,1.32,9,6,15
winkel,2,4.27,0.70,15,0,15
winkelcentrum,3,4.27,0.80,15,0,15
winkeldief,3,3.47,1.25,15,0,15
winkeldiefstal,3,3.13,1.30,15,0,15
winkelen,4,3.71,1.07,14,1,15
winkelhaak,2,4.07,0.96,15,0,15
winkelier,2,3.47,1.13,15,0,15
winkeljuffrouw,3,3.80,1.21,15,0,15
winkelstraat,5,3.87,1.19,15,0,15
winkelwaar,2,3.53,1.19,15,0,15
winkelwagen,1,4.80,0.41,15,0,15
winnaar,2,3.00,1.13,15,0,15
winnares,3,2.87,1.46,15,0,15
winnen,4,2.80,1.26,15,0,15
winst,2,2.27,0.88,15,0,15
winstbejag,4,2.25,0.97,12,3,15
winstgevend,1,2.33,1.29,15,0,15
winstvoet,5,1.86,1.29,14,1,15
winter,5,2.87,1.46,15,0,15
winterdag,4,3.33,0.98,15,0,15
winterhanden,5,3.69,1.18,13,2,15
winterhard,4,2.67,0.89,12,3,15
winterjas,3,4.60,0.51,15,0,15
wintermaand,2,2.27,0.96,15,0,15
winters,3,2.67,1.18,15,0,15
winterslaap,1,3.27,1.22,15,0,15
wintersport,3,3.27,1.03,15,0,15
wintertenen,4,4.00,0.85,15,0,15
wintertijd,1,2.67,1.35,15,0,15
winzucht,3,2.20,1.32,15,0,15
wip,4,4.47,1.13,15,0,15
wipneus,2,4.07,1.10,15,0,15
wippen,5,3.73,1.33,15,0,15
wipperig,4,2.82,1.25,11,4,15
wipplank,4,4.73,0.59,15,0,15
wipstoel,1,4.33,0.90,15,0,15
wipwap,5,2.00,1.73,3,12,15
wirwar,1,2.33,1.18,15,0,15
wis,2,2.80,1.03,10,5,15
wiskunde,3,2.53,1.41,15,0,15
wiskundig,5,1.80,0.94,15,0,15
wispelturig,5,1.87,0.74,15,0,15
wissel,3,2.67,1.35,15,0,15
wisselaar,2,3.27,1.44,15,0,15
wisselagent,2,2.64,1.50,11,4,15
wisselbeker,4,3.73,0.88,15,0,15
wisselen,5,3.27,1.10,15,0,15
wisselgeld,2,3.53,1.06,15,0,15
wisseling,3,2.47,1.25,15,0,15
wisselkoers,4,2.57,1.45,14,1,15
wisselslag,4,3.50,1.22,14,1,15
wisselstroom,4,2.80,1.21,15,0,15
wisselstuk,1,3.40,1.06,15,0,15
wisselvallig,5,1.60,0.74,15,0,15
wissen,1,3.47,1.06,15,0,15
wisser,2,4.20,0.86,15,0,15
wissewasje,5,2.33,1.58,9,6,15
wit,3,4.40,0.83,15,0,15
witbier,5,4.14,0.66,14,1,15
witgoed,2,3.80,0.77,15,0,15
witheet,2,2.27,1.19,11,4,15
witkalk,3,4.07,0.92,14,1,15
witkiel,1,4.00,1.15,4,11,15
witlof,5,4.77,0.60,13,2,15
witloof,3,4.80,0.41,15,0,15
witteke,1,3.79,1.19,14,1,15
wittekool,4,4.67,0.82,15,0,15
witten,2,3.31,1.32,13,2,15
witwassen,1,2.13,1.30,15,0,15
witz,1,3.00,1.41,2,13,15
wodka,3,4.53,0.64,15,0,15
woede,1,3.27,1.28,15,0,15
woedeaanval,1,3.27,0.88,15,0,15
woeden,5,2.54,1.13,13,2,15
woedend,5,2.47,1.30,15,0,15
woekeraar,1,2.50,1.09,12,3,15
woekeren,4,2.69,1.25,13,2,15
woekering,3,2.40,0.99,15,0,15
woekerprijs,2,2.07,0.88,15,0,15
woelen,1,3.67,0.90,15,0,15
woelig,3,2.47,1.13,15,0,15
woelrat,3,4.25,0.87,12,3,15
woelwater,2,3.44,1.42,9,6,15
woensdag,3,2.67,1.59,15,0,15
woerd,1,3.43,1.72,7,8,15
woest,5,2.33,1.11,15,0,15
woestaard,1,2.43,1.02,14,1,15
woesteling,2,2.43,1.09,14,1,15
woestenij,3,2.79,1.19,14,1,15
woestijn,5,4.27,0.70,15,0,15
wok,2,4.67,0.49,15,0,15
wokken,2,4.13,0.74,15,0,15
wol,5,4.60,0.91,15,0,15
wolf,1,4.87,0.35,15,0,15
wolfijzers,2,4.40,1.34,5,10,15
wolfskers,1,4.58,0.51,12,3,15
wolfsklauw,1,4.85,0.38,13,2,15
wolk,3,4.40,0.83,15,0,15
wolkbreuk,3,3.87,0.83,15,0,15
wolken,1,4.47,0.83,15,0,15
wolkendek,5,3.93,0.92,14,1,15
wolkenkrabber,1,4.60,0.63,15,0,15
wollen,1,4.33,0.72,15,0,15
wolletje,4,4.07,0.73,14,1,15
wollig,4,3.60,1.35,15,0,15
wolvin,1,4.33,0.62,15,0,15
womanizer,5,2.77,0.93,13,2,15
wond,3,4.27,0.59,15,0,15
wonde,1,4.80,0.41,15,0,15
wonder,4,1.87,0.99,15,0,15
wonderbaarlijk,5,1.67,0.72,15,0,15
wonderdokter,5,2.27,0.88,15,0,15
wonderkind,5,1.80,0.86,15,0,15
wonderlijk,1,1.53,0.74,15,0,15
wondermiddel,3,2.20,1.15,15,0,15
wondermooi,3,2.13,1.46,15,0,15
wonderolie,5,2.79,1.37,14,1,15
wonderschoon,4,2.47,0.92,15,0,15
wonderwel,1,1.46,1.13,13,2,15
wondkoorts,5,3.54,1.05,13,2,15
wondroos,2,3.56,1.24,9,6,15
wonen,3,2.87,1.30,15,0,15
woning,2,4.40,0.51,15,0,15
woningnood,3,2.27,1.22,15,0,15
woonachtig,3,2.20,1.01,15,0,15
woonblok,3,3.93,1.03,15,0,15
woonboot,4,4.40,0.91,15,0,15
woonerf,1,4.33,0.62,15,0,15
woongroep,2,3.00,1.31,15,0,15
woonhuis,4,4.20,0.94,15,0,15
woonkamer,4,4.47,0.74,15,0,15
woonomgeving,2,2.93,1.28,15,0,15
woonplaats,1,3.60,1.12,15,0,15
woonst,1,3.87,1.13,15,0,15
woonstee,5,3.67,1.22,9,6,15
woonwagen,4,4.67,0.72,15,0,15
woonwijk,3,3.60,1.12,15,0,15
woord,4,2.67,1.54,15,0,15
woordblind,4,1.60,0.91,15,0,15
woordbreuk,5,1.92,0.76,13,2,15
woordelijk,5,1.53,1.06,15,0,15
woordeloos,5,1.47,0.74,15,0,15
woordenboek,2,4.60,0.63,15,0,15
woordenschat,5,2.07,1.22,15,0,15
woordkeuze,1,2.20,1.01,15,0,15
woordsoort,4,1.67,0.90,15,0,15
woordspeling,2,1.87,0.92,15,0,15
woordvoerder,4,3.13,1.19,15,0,15
worden,3,1.53,0.74,15,0,15
wording,4,1.71,1.14,14,1,15
workaholic,1,2.53,1.19,15,0,15
workshop,1,3.27,1.16,15,0,15
worm,5,4.87,0.52,15,0,15
wormstekig,5,2.75,1.71,4,11,15
worp,2,4.07,1.28,15,0,15
worst,1,4.93,0.26,15,0,15
worstelaar,2,4.20,0.94,15,0,15
worstelen,2,3.87,0.92,15,0,15
worsteling,3,3.20,1.15,15,0,15
wortel,5,4.80,0.56,15,0,15
wortelen,5,4.20,1.26,15,0,15
wortelig,1,3.62,1.26,13,2,15
wortels,1,4.93,0.26,15,0,15
woud,5,4.53,0.74,15,0,15
woudreus,2,2.89,1.69,9,6,15
wouw,3,2.90,1.73,10,5,15
wraak,5,1.93,1.03,15,0,15
wraakactie,2,2.00,0.93,15,0,15
wraakgevoel,1,2.07,1.03,15,0,15
wraakgierig,2,1.50,0.65,14,1,15
wraaklust,3,2.00,1.20,15,0,15
wraakzucht,1,1.80,1.08,15,0,15
wraakzuchtig,4,1.73,1.10,15,0,15
wrak,5,3.67,0.90,15,0,15
wraken,5,2.50,1.38,12,3,15
wrakhout,5,4.40,0.63,15,0,15
wrakstuk,2,4.00,1.00,15,0,15
wrang,5,2.13,1.30,15,0,15
wrat,2,4.60,0.74,15,0,15
wrattenzwijn,5,4.73,0.59,15,0,15
wreed,1,1.87,0.92,15,0,15
wreedaard,5,2.27,0.88,15,0,15
wreedheid,2,1.73,0.70,15,0,15
wreef,2,3.93,1.27,14,1,15
wreken,2,2.33,0.72,15,0,15
wreker,1,2.21,1.31,14,1,15
wrevel,5,2.33,0.98,15,0,15
wrevelig,4,2.08,0.90,12,3,15
wriemelen,2,3.33,1.11,15,0,15
wriggelen,2,3.13,1.55,8,7,15
wrijven,3,3.87,0.92,15,0,15
wrijving,3,2.73,1.22,15,0,15
wrikkelen,3,3.18,1.33,11,4,15
wrikken,5,3.20,1.37,15,0,15
wringen,4,3.43,1.28,14,1,15
wringer,1,2.60,1.35,10,5,15
wrochten,5,2.17,1.47,6,9,15
wroeging,1,1.80,1.15,15,0,15
wroeten,3,3.47,1.13,15,0,15
wrok,5,1.80,1.15,15,0,15
wrokkig,3,2.14,1.03,14,1,15
wrong,5,3.45,1.51,11,4,15
wrongel,4,3.88,1.55,8,7,15
wuft,5,2.40,0.89,5,10,15
wuiven,5,4.13,1.13,15,0,15
wulk,1,4.00,1.73,5,10,15
wulp,5,3.00,1.41,10,5,15
wulps,2,2.18,0.87,11,4,15
wurgen,5,4.13,0.92,15,0,15
wurger,4,3.80,0.94,15,0,15
wurggreep,4,4.47,0.52,15,0,15
wurging,5,3.80,0.86,15,0,15
wurm,2,2.83,1.53,12,3,15
wurmen,3,2.80,1.01,15,0,15
xenofiel,3,2.17,1.40,12,3,15
xenofobie,5,1.80,1.01,15,0,15
xenofoob,4,2.29,1.44,14,1,15
xylofoon,3,4.60,0.63,15,0,15
yankee,1,3.25,1.48,12,3,15
yard,1,3.36,1.50,11,4,15
yen,2,2.92,1.75,13,2,15
yin,4,1.78,0.67,9,6,15
yoga,5,3.33,1.18,15,0,15
yoghurt,4,4.93,0.26,15,0,15
ypsilon,2,3.50,1.65,14,1,15
yuca,4,4.43,1.51,7,8,15
yucca,4,4.50,0.71,10,5,15
zaad,2,4.73,0.46,15,0,15
zaadbal,4,4.40,0.83,15,0,15
zaadcel,1,4.27,0.96,15,0,15
zaadgoed,4,3.67,1.22,9,6,15
zaadje,4,4.73,0.46,15,0,15
zaadlozing,4,4.20,0.77,15,0,15
zaag,4,4.73,0.80,15,0,15
zaagsel,2,4.67,0.62,15,0,15
zaaien,3,4.13,0.92,15,0,15
zaaigoed,2,3.40,0.91,15,0,15
zaak,4,3.13,1.19,15,0,15
zaakgelastigde,1,2.08,1.31,12,3,15
zaakvoerder,5,3.00,1.13,15,0,15
zaal,4,4.57,0.51,14,1,15
zabberen,4,3.87,1.30,15,0,15
zacht,1,3.73,1.16,15,0,15
zachtaardig,1,1.87,0.99,15,0,15
zachtgekookt,2,3.40,1.18,15,0,15
zachtheid,4,2.93,1.03,15,0,15
zachtjes,3,2.67,1.05,15,0,15
zachtmoedig,2,1.67,0.72,15,0,15
zachtzinnig,1,1.67,0.72,15,0,15
zadel,3,4.60,0.63,15,0,15
zadelen,5,3.47,1.30,15,0,15
zadelpijn,3,3.27,1.22,15,0,15
zadeltas,5,4.60,0.63,15,0,15
zageman,1,2.54,1.33,13,2,15
zagemeel,3,4.13,1.06,15,0,15
zagen,5,3.80,1.21,15,0,15
zager,3,3.07,1.33,15,0,15
zagerij,2,4.00,1.13,15,0,15
zagevent,3,2.20,1.37,15,0,15
zak,4,4.60,0.91,15,0,15
zakcentje,2,2.80,1.08,15,0,15
zakdoek,1,4.87,0.35,15,0,15
zakelijk,2,1.73,0.88,15,0,15
zaken,3,2.27,1.28,15,0,15
zakencijfer,2,1.91,0.94,11,4,15
zakenman,4,3.60,0.91,15,0,15
zakenmens,4,3.73,0.96,15,0,15
zakenpartner,1,3.13,1.25,15,0,15
zakenreis,5,2.93,1.28,15,0,15
zakenrelatie,5,2.07,0.80,15,0,15
zakenvrouw,2,3.13,1.19,15,0,15
zakenwereld,5,1.67,0.72,15,0,15
zakformaat,5,3.13,1.36,15,0,15
zakgeld,1,4.27,0.96,15,0,15
zakken,2,4.07,0.59,15,0,15
zakkenroller,2,3.07,1.22,15,0,15
zakkerig,2,2.09,1.22,11,4,15
zaklamp,2,4.87,0.35,15,0,15
zaklantaarn,1,4.93,0.26,15,0,15
zaklopen,1,4.36,0.74,14,1,15
zakmes,2,4.87,0.35,15,0,15
zalf,3,4.20,1.08,15,0,15
zalig,1,2.07,1.28,15,0,15
zaliger,1,1.40,0.74,15,0,15
zaligheid,4,1.60,0.63,15,0,15
zalm,2,4.93,0.26,15,0,15
zalmforel,2,4.67,0.72,15,0,15
zalven,2,3.20,1.15,15,0,15
zalvend,5,2.23,1.01,13,2,15
zand,2,4.93,0.26,15,0,15
zandbak,1,4.87,0.35,15,0,15
zandbank,3,4.07,0.96,15,0,15
zanderig,1,3.87,0.74,15,0,15
zandgrond,4,4.53,0.83,15,0,15
zandig,1,3.87,1.06,15,0,15
zandkasteel,4,4.87,0.35,15,0,15
zandkorrel,2,4.80,0.56,15,0,15
zandloper,1,4.60,0.83,15,0,15
zandstorm,1,4.27,0.88,15,0,15
zandstralen,1,4.13,1.13,15,0,15
zandtaart,4,4.50,0.65,14,1,15
zandvorm,5,3.77,0.93,13,2,15
zandweg,3,4.40,0.74,15,0,15
zandzak,5,4.60,0.74,15,0,15
zang,5,3.60,1.30,15,0,15
zanger,3,4.00,1.00,15,0,15
zangeres,5,3.60,1.18,15,0,15
zangerig,1,3.20,1.37,15,0,15
zangles,5,3.47,1.13,15,0,15
zangnoot,2,3.53,1.19,15,0,15
zangvogel,1,4.47,0.64,15,0,15
zaniken,3,2.36,1.28,14,1,15
zappen,4,3.87,1.36,15,0,15
zapper,1,4.43,1.09,14,1,15
zat,3,2.93,1.16,15,0,15
zaterdag,1,2.73,1.75,15,0,15
zatladder,2,2.50,1.20,8,7,15
zatlap,3,3.73,0.88,15,0,15
ze,1,1.47,0.74,15,0,15
zeboe,5,3.80,1.79,5,10,15
zebra,3,4.93,0.26,15,0,15
zebrapad,3,4.80,0.41,15,0,15
zede,4,2.00,1.15,13,2,15
zedelijk,5,1.64,0.63,14,1,15
zedelijkheid,3,1.47,0.64,15,0,15
zedeloos,4,1.93,1.03,15,0,15
zeden,3,1.80,1.08,15,0,15
zedenleer,4,2.20,1.21,15,0,15
zedenpolitie,4,2.80,1.01,15,0,15
zedenpreek,4,2.54,1.13,13,2,15
zedenzaak,1,2.20,1.42,15,0,15
zedig,1,1.71,0.99,14,1,15
zee,4,4.73,0.46,15,0,15
zeebaars,5,4.73,0.59,15,0,15
zeebanket,3,3.46,1.20,13,2,15
zeebenen,4,2.67,1.50,9,6,15
zeebodem,2,4.53,0.64,15,0,15
zeebonk,2,3.07,1.28,15,0,15
zeebries,2,4.27,0.70,15,0,15
zeedier,4,4.29,0.83,14,1,15
zeedijk,2,4.40,0.91,15,0,15
zeeduivel,1,4.57,0.65,14,1,15
zeef,3,4.64,0.50,14,1,15
zeefdruk,3,3.80,1.15,15,0,15
zeegat,4,3.22,1.09,9,6,15
zeegroen,2,4.13,0.64,15,0,15
zeehond,2,5.00,0.00,15,0,15
zeeklimaat,4,3.33,0.90,15,0,15
zeekoe,5,4.67,0.62,15,0,15
zeekraal,5,4.23,1.01,13,2,15
zeel,5,3.75,1.49,8,7,15
zeeleeuw,2,4.87,0.52,15,0,15
zeelieden,4,3.93,1.10,15,0,15
zeelt,5,5.00,0.00,2,13,15
zeelucht,4,4.07,0.70,15,0,15
zeelui,1,3.87,0.83,15,0,15
zeem,3,4.00,1.22,13,2,15
zeemacht,5,2.73,1.10,15,0,15
zeeman,1,4.13,0.92,15,0,15
zeemeermin,5,3.87,1.30,15,0,15
zeemeeuw,1,4.93,0.26,15,0,15
zeemijl,1,3.29,1.49,14,1,15
zeemlap,2,4.67,0.62,15,0,15
zeemleer,4,3.80,1.40,10,5,15
zeemonster,5,3.40,1.35,15,0,15
zeemvel,1,4.73,0.46,15,0,15
zeemzoet,4,2.31,0.85,13,2,15
zeeniveau,5,3.27,1.28,15,0,15
zeep,1,4.87,0.35,15,0,15
zeepaard,1,4.80,0.56,15,0,15
zeepaardje,3,4.53,0.74,15,0,15
zeepbel,5,4.73,0.59,15,0,15
zeepkist,2,3.87,1.06,15,0,15
zeepschuim,2,4.53,0.64,15,0,15
zeepsop,2,4.40,0.91,15,0,15
zeer,5,1.60,1.12,15,0,15
zeerob,3,4.53,1.06,15,0,15
zeerot,1,3.25,0.97,12,3,15
zeerover,4,4.13,0.64,15,0,15
zeeschip,1,4.53,0.52,15,0,15
zeeslag,1,4.07,0.88,15,0,15
zeespiegel,3,3.13,1.41,15,0,15
zeester,3,4.87,0.35,15,0,15
zeevaart,4,3.47,0.99,15,0,15
zeevruchten,1,4.47,0.64,15,0,15
zeewaardig,4,2.31,1.38,13,2,15
zeewater,4,4.33,0.90,15,0,15
zeewier,5,4.73,0.59,15,0,15
zeewind,2,4.13,0.74,15,0,15
zeeziek,3,3.13,1.25,15,0,15
zege,3,2.53,1.06,15,0,15
zegeboog,2,2.92,1.24,12,3,15
zegel,5,4.20,1.15,15,0,15
zegelring,2,4.20,0.68,15,0,15
zegen,4,2.00,1.36,15,0,15
zegenen,5,3.00,1.25,15,0,15
zegening,4,2.21,0.89,14,1,15
zegepraal,2,1.88,0.99,8,7,15
zegepralen,1,2.80,1.55,10,5,15
zegevieren,4,2.93,1.10,15,0,15
zeggen,1,3.60,1.06,15,0,15
zeggenschap,1,1.67,0.62,15,0,15
zegje,4,2.43,1.02,14,1,15
zegsman,1,3.10,1.20,10,5,15
zegswijze,3,1.73,1.03,15,0,15
zeiken,3,2.47,1.19,15,0,15
zeikerd,4,2.47,0.99,15,0,15
zeikerig,4,2.07,0.92,14,1,15
zeiknat,1,3.73,1.28,15,0,15
zeikstraal,1,3.50,1.40,14,1,15
zeil,3,4.47,0.74,15,0,15
zeilboot,1,4.93,0.26,15,0,15
zeildoek,3,4.27,1.10,15,0,15
zeilen,1,4.40,0.91,15,0,15
zeilplank,4,4.47,1.13,15,0,15
zeilschip,5,4.53,0.74,15,0,15
zeis,2,4.86,0.36,14,1,15
zeker,5,1.20,0.56,15,0,15
zekerheid,4,1.40,0.83,15,0,15
zekering,5,3.73,1.16,15,0,15
zelden,1,1.13,0.35,15,0,15
zeldzaam,3,1.87,1.06,15,0,15
zelf,4,1.40,0.74,15,0,15
zelfbeeld,1,1.73,0.96,15,0,15
zelfbeheersing,3,1.87,0.92,15,0,15
zelfbehoud,2,1.53,0.52,15,0,15
zelfbeschikking,5,1.47,0.64,15,0,15
zelfbesef,5,1.33,0.62,15,0,15
zelfbewust,3,1.40,0.74,15,0,15
zelfcontrole,5,2.00,1.07,15,0,15
zelfde,1,1.93,1.33,15,0,15
zelfdoding,3,3.20,1.42,15,0,15
zelfgemaakt,1,2.60,1.06,15,0,15
zelfgenoegzaam,1,1.43,0.65,14,1,15
zelfingenomen,5,1.73,0.88,15,0,15
zelfkant,5,2.70,1.83,10,5,15
zelfkennis,5,1.53,0.74,15,0,15
zelfklever,2,4.00,1.36,15,0,15
zelfmoord,2,3.73,1.22,15,0,15
zelfportret,1,4.33,0.72,15,0,15
zelfrespect,4,1.87,0.83,15,0,15
zelfrijzend,3,2.40,1.45,15,0,15
zelfs,3,1.27,0.70,15,0,15
zelfspot,2,1.93,1.00,14,1,15
zelfstandig,4,1.93,0.59,15,0,15
zelfstandige,5,2.13,1.13,15,0,15
zelfstudie,1,2.67,1.11,15,0,15
zelfverdediging,4,3.20,1.32,15,0,15
zelfvertrouwen,3,1.80,0.94,15,0,15
zelfverzekerd,1,1.87,1.19,15,0,15
zelfvoldaan,5,1.67,0.62,15,0,15
zelfzeker,5,1.87,0.74,15,0,15
zelfzucht,2,1.20,0.41,15,0,15
zelfzuchtig,5,1.73,0.88,15,0,15
